Configuration,Iteration,Cout_Moyen,Cout_Median,Ecart_Type,IC_85_Bas,IC_85_Haut
"Temp=500.0, RF=0.2, Tabu=10",24,17977.286858664145,17977.267183944543,2.3723442416870655,17973.870682956116,17980.703034372174
"Temp=500.0, RF=0.2, Tabu=10",25,17966.847719904672,17966.826371467603,2.574158248358649,17963.140932027036,17970.554507782308
"Temp=500.0, RF=0.2, Tabu=10",26,17955.982493848893,17955.95940337936,2.7842095614248112,17951.97323208044,17959.991755617346
"Temp=500.0, RF=0.2, Tabu=10",27,17944.691180496808,17944.666279679812,3.002498180884063,17940.367583116335,17949.01477787728
"Temp=500.0, RF=0.2, Tabu=10",28,17932.973779848424,17932.94700036896,3.2290241067408636,17928.323985134717,17937.62357456213
"Temp=500.0, RF=0.2, Tabu=10",29,17920.830291903727,17920.801565446807,3.4637873389907434,17915.84243813558,17925.818145671874
"Temp=500.0, RF=0.2, Tabu=10",30,17908.260716662724,17908.22997491335,3.7067878776366925,17902.922942118927,17913.59849120652
"Temp=500.0, RF=0.2, Tabu=10",31,17895.265054125422,17895.232228768586,3.9580257226757403,17889.565497084768,17900.964611166077
"Temp=500.0, RF=0.2, Tabu=10",32,17881.843304291815,17881.80832701252,4.217500874109358,17875.770103033097,17887.916505550533
"Temp=500.0, RF=0.2, Tabu=10",33,17867.9954671619,17867.95826964515,4.4852133319390335,17861.53675996391,17874.454174359893
"Temp=500.0, RF=0.2, Tabu=10",34,17853.721542735682,17853.68205666648,4.76116309616329,17846.865467877207,17860.577617594157
"Temp=500.0, RF=0.2, Tabu=10",35,17839.021531013157,17838.979688076502,5.045350166782123,17831.75622677299,17846.286835253322
"Temp=500.0, RF=0.2, Tabu=10",36,17823.895431994326,17823.85116387522,5.337774543795537,17816.20903665126,17831.58182733739
"Temp=500.0, RF=0.2, Tabu=10",37,17808.343245679192,17808.296484062637,5.6384362272035204,17800.22389751202,17816.462593846365
"Temp=500.0, RF=0.2, Tabu=10",38,17792.36497206775,17792.31564863875,5.947335217007572,17783.80080935526,17800.92913478024
"Temp=500.0, RF=0.2, Tabu=10",39,17775.96061116001,17775.90865760356,6.264471513204713,17766.939772181,17784.981450139025
"Temp=500.0, RF=0.2, Tabu=10",40,17759.13016295596,17759.075510957064,6.589845115796423,17749.640785989213,17768.619539922707
"Temp=500.0, RF=0.2, Tabu=10",41,17741.873627455603,17741.816208699263,6.923456024784212,17731.903850779912,17751.843404131294
"Temp=500.0, RF=0.2, Tabu=10",42,17724.191004658944,17724.13075083016,7.26530424016656,17713.728966553103,17734.653042764785
"Temp=500.0, RF=0.2, Tabu=10",43,17706.08229456598,17706.019137349755,7.615389761942008,17695.11613330878,17717.048455823176
"Temp=500.0, RF=0.2, Tabu=10",44,17687.54749717671,17687.481368258046,7.973712590113514,17676.065351046946,17699.029643306476
"Temp=500.0, RF=0.2, Tabu=10",45,17668.586612491134,17668.517443555033,8.3402727246796,17656.576619767595,17680.596605214672
"Temp=500.0, RF=0.2, Tabu=10",46,17649.199640509254,17649.127363240717,8.715070165641734,17636.64993947073,17661.749341547777
"Temp=500.0, RF=0.2, Tabu=10",47,17629.386581231072,17629.311127315097,9.098104912996979,17616.285310156356,17642.48785230579
"Temp=500.0, RF=0.2, Tabu=10",48,17609.147434656577,17609.06873577817,9.489376966746791,17595.48273182446,17622.812137488694
"Temp=500.0, RF=0.2, Tabu=10",49,17588.482200785784,17588.40018862994,9.888886326892676,17574.24220447506,17602.722197096507
"Temp=500.0, RF=0.2, Tabu=10",50,17567.390879618684,17567.305485870413,10.296632993433114,17552.56372810814,17582.21803112923
"Temp=500.0, RF=0.2, Tabu=10",51,17545.87347115528,17545.784627499575,10.712616966368158,17530.447302723707,17561.29963958685
"Temp=500.0, RF=0.2, Tabu=10",52,17523.929975395567,17523.837613517437,11.136838245696275,17507.892928321766,17539.96702246937
"Temp=500.0, RF=0.2, Tabu=10",53,17501.560392339554,17501.464443923993,11.569296831421944,17484.900604902305,17518.220179776803
"Temp=500.0, RF=0.2, Tabu=10",54,17478.764721987234,17478.665118719247,12.009992723540702,17461.470332465335,17496.059111509134
"Temp=500.0, RF=0.2, Tabu=10",55,17455.542964338612,17455.439637903197,12.458925922054037,17437.602111010856,17473.48381766637
"Temp=500.0, RF=0.2, Tabu=10",56,17431.89511939368,17431.788001475845,12.916096426961944,17413.295940538857,17450.494298248504
"Temp=500.0, RF=0.2, Tabu=10",57,17407.821187152444,17407.710209437188,13.381504238265919,17388.55182104934,17427.090553255548
"Temp=500.0, RF=0.2, Tabu=10",58,17383.321167614904,17383.206261787225,13.855149355962983,17363.369752542316,17403.272582687492
"Temp=500.0, RF=0.2, Tabu=10",59,17358.395060781055,17358.27615852596,14.337031780056106,17337.749735017773,17379.040386544337
"Temp=500.0, RF=0.2, Tabu=10",60,17333.042866650907,17332.919899653392,14.827151510542329,17311.691768475725,17354.39396482609
"Temp=500.0, RF=0.2, Tabu=10",61,17307.26458522445,17307.137485169522,15.325508547426091,17285.195852916157,17329.333317532743
"Temp=500.0, RF=0.2, Tabu=10",62,17281.06021650169,17280.928915074343,15.832102890701472,17258.26198833908,17303.8584446643
"Temp=500.0, RF=0.2, Tabu=10",63,17254.429760482624,17254.294189367865,16.346934540372903,17230.890174744487,17277.96934622076
"Temp=500.0, RF=0.2, Tabu=10",64,17227.373217167253,17227.233308050083,16.87000349644039,17203.080412132378,17251.666022202127
"Temp=500.0, RF=0.2, Tabu=10",65,17199.89058655558,17199.746271120996,17.401309758902467,17174.83270050276,17224.948472608397
"Temp=500.0, RF=0.2, Tabu=10",66,17171.981868647596,17171.833078580603,17.940853327757633,17146.147039855623,17197.816697439568
"Temp=500.0, RF=0.2, Tabu=10",67,17143.64706344331,17143.49373042891,18.488634203008864,17117.023430190977,17170.270696695643
"Temp=500.0, RF=0.2, Tabu=10",68,17114.88617094272,17114.728226665913,19.044652384654658,17087.461871508815,17142.310470376622
"Temp=500.0, RF=0.2, Tabu=10",69,17085.69919114582,17085.536567291612,19.60890787269355,17057.462363809143,17113.9360184825
"Temp=500.0, RF=0.2, Tabu=10",70,17056.086124052625,17055.918752306006,20.181400667128507,17027.02490709196,17085.14734101329
"Temp=500.0, RF=0.2, Tabu=10",71,17026.046969663115,17025.8747817091,20.76213076795952,16996.149501357253,17055.944437968978
"Temp=500.0, RF=0.2, Tabu=10",72,16995.581727977304,16995.404655500886,21.35109817518214,16964.83614660504,17026.327309349566
"Temp=500.0, RF=0.2, Tabu=10",73,16964.690398995186,16964.50837368137,21.948302888800832,16933.084842835313,16996.29595515506
"Temp=500.0, RF=0.2, Tabu=10",74,16933.372982716766,16933.18593625055,22.55374490881557,16900.895590048072,16965.85037538546
"Temp=500.0, RF=0.2, Tabu=10",75,16901.62947914204,16901.437343208425,23.1674242352249,16868.268388243316,16934.990570040765
"Temp=500.0, RF=0.2, Tabu=10",76,16869.45988827101,16869.262594555,23.789340868027306,16835.20323742105,16903.716539120967
"Temp=500.0, RF=0.2, Tabu=10",77,16836.86421010367,16836.661690290268,24.419494807225785,16801.700137581265,16872.028282626077
"Temp=500.0, RF=0.2, Tabu=10",78,16803.842444640028,16803.63463041423,25.05788605281884,16767.759088723968,16839.925800556088
"Temp=500.0, RF=0.2, Tabu=10",79,16770.394591880085,16770.181414926894,25.704514604804988,16733.380090849165,16807.409092911006
"Temp=500.0, RF=0.2, Tabu=10",80,16736.520651823834,16736.302043828255,26.35938046318867,16698.563143956842,16774.478159690825
"Temp=500.0, RF=0.2, Tabu=10",81,16702.220624471272,16701.996517118307,27.022483627965453,16663.308248047004,16741.13300089554
"Temp=500.0, RF=0.2, Tabu=10",82,16667.494509822416,16667.264834797057,27.69382409913682,16627.61540311966,16707.373616525172
"Temp=500.0, RF=0.2, Tabu=10",83,16632.34230787725,16632.106996864506,28.37340187670275,16591.484609174797,16673.200006579704
"Temp=500.0, RF=0.2, Tabu=10",84,16596.764018635775,16596.52300332065,29.061216960666233,16554.915866212414,16638.612171059136
"Temp=500.0, RF=0.2, Tabu=10",85,16560.759642098,16560.51285416549,29.75726935102132,16517.90917423253,16603.610109963472
"Temp=500.0, RF=0.2, Tabu=10",86,16524.329178263917,16524.076549399026,30.46155904777247,16480.464533235125,16568.19382329271
"Temp=500.0, RF=0.2, Tabu=10",87,16487.472627133528,16487.214089021258,31.174086050918202,16442.581943220204,16532.36331104685
"Temp=500.0, RF=0.2, Tabu=10",88,16450.189988706836,16449.925473032185,31.89485036045851,16404.261404187775,16496.118573225896
"Temp=500.0, RF=0.2, Tabu=10",89,16412.481262983838,16412.21070143181,32.62385197639264,16365.502916137833,16459.459609829843
"Temp=500.0, RF=0.2, Tabu=10",90,16374.34644996454,16374.069774220132,33.36109089872284,16326.30647907038,16422.3864208587
"Temp=500.0, RF=0.2, Tabu=10",91,16335.78554964893,16335.50269139715,34.10656712744688,16286.672092985407,16384.899006312455
"Temp=500.0, RF=0.2, Tabu=10",92,16296.798562037018,16296.509452962864,34.86028066256623,16246.599757882923,16346.997366191114
"Temp=500.0, RF=0.2, Tabu=10",93,16257.3854871288,16257.090058917274,35.62223150408091,16206.089473762924,16308.681500494677
"Temp=500.0, RF=0.2, Tabu=10",94,16217.54632492428,16217.244509260381,36.39241965198867,16165.141240625417,16269.951409223144
"Temp=500.0, RF=0.2, Tabu=10",95,16177.281075423452,16176.972803992185,37.17084510629323,16123.75505847039,16230.807092376515
"Temp=500.0, RF=0.2, Tabu=10",96,16136.589738626319,16136.274943112683,37.957507866990895,16081.930927297852,16191.248549954786
"Temp=500.0, RF=0.2, Tabu=10",97,16095.472314532883,16095.15092662188,38.752407934084616,16039.668847107801,16151.275781957964
"Temp=500.0, RF=0.2, Tabu=10",98,16053.92880314314,16053.600754519772,39.55554530757216,15996.968817900237,16110.888788386044
"Temp=500.0, RF=0.2, Tabu=10",99,16011.95920445709,16011.62442680636,40.3669199874543,15953.830839675156,16070.087569239025
"Temp=500.0, RF=0.2, Tabu=20",0,18100.0,18100.0,0.0,18100.0,18100.0
"Temp=500.0, RF=0.2, Tabu=20",1,18099.78951891969,18099.752609501593,0.05266916525305816,18099.713675321724,18099.865362517656
"Temp=500.0, RF=0.2, Tabu=20",2,18099.158075678748,18099.010438006364,0.2106766610165123,18098.854701286884,18099.461450070612
"Temp=500.0, RF=0.2, Tabu=20",3,18098.10567027719,18097.77348551432,0.4740224872869479,18097.423077895495,18098.788262658883
"Temp=500.0, RF=0.2, Tabu=20",4,18096.632302715007,18096.04175202546,0.8427066440669297,18095.41880514755,18097.845800282463
"Temp=500.0, RF=0.2, Tabu=20",5,18094.7379729922,18093.81523753978,1.3167291313555927,18092.84188304305,18096.63406294135
"Temp=500.0, RF=0.2, Tabu=20",6,18092.422681108765,18091.093942057287,1.8960899491512369,18089.692311581988,18095.15305063554
"Temp=500.0, RF=0.2, Tabu=20",7,18089.686427064706,18087.87786557797,2.580789097455562,18085.97009076437,18093.40276336504
"Temp=500.0, RF=0.2, Tabu=20",8,18086.529210860022,18084.167008101842,3.370826576270299,18081.675220590194,18091.38320112985
"Temp=500.0, RF=0.2, Tabu=20",9,18082.95103249472,18079.961369628894,4.266202385590287,18076.807701059468,18089.09436392997
"Temp=500.0, RF=0.2, Tabu=20",10,18078.951891968787,18075.26095015913,5.266916525421536,18071.36753217218,18086.536251765396
"Temp=500.0, RF=0.2, Tabu=20",11,18074.531789282235,18070.065749692545,6.372968995758901,18065.354713928344,18083.708864636126
"Temp=500.0, RF=0.2, Tabu=20",12,18069.690724435055,18064.375768229143,7.584359796606663,18058.76924632794,18080.61220254217
"Temp=500.0, RF=0.2, Tabu=20",13,18064.42869742725,18058.191005768924,8.901088927962256,18051.611129370984,18077.246265483518
"Temp=500.0, RF=0.2, Tabu=20",14,18058.745708258826,18051.51146231189,10.32315638982483,18043.880363057477,18073.611053460176
"Temp=500.0, RF=0.2, Tabu=20",15,18052.641756929774,18044.337137858034,11.850562182197798,18035.57694738741,18069.706566472138
"Temp=500.0, RF=0.2, Tabu=20",16,18046.116843440097,18036.668032407364,13.483306305076885,18026.700882360787,18065.532804519407
"Temp=500.0, RF=0.2, Tabu=20",17,18039.1709677898,18028.504145959876,15.2213887584681,18017.252167977607,18061.089767601992
"Temp=500.0, RF=0.2, Tabu=20",18,18031.804129978875,18019.84547851557,17.064809542364564,18007.230804237868,18056.37745571988
"Temp=500.0, RF=0.2, Tabu=20",19,18024.016330007325,18010.69203007445,19.013568656768857,17996.63679114158,18051.39586887307
"Temp=500.0, RF=0.2, Tabu=20",20,18015.807567875152,18001.043800636508,21.067666101684413,17985.470128688725,18046.14500706158
"Temp=500.0, RF=0.2, Tabu=20",21,18007.177843582354,17990.90079020175,23.227101877106083,17973.73081687932,18040.624870285388
"Temp=500.0, RF=0.2, Tabu=20",22,17998.127157128936,17980.262998770173,25.491875983038156,17961.41885571336,18034.835458544512
"Temp=500.0, RF=0.2, Tabu=20",23,17988.65550851489,17969.13042634178,27.861988419478052,17948.534245190844,18028.776771838937
"Temp=500.0, RF=0.2, Tabu=20",24,17978.76289774022,17957.50307291657,30.337439186426653,17935.076985311767,18022.448810168673
"Temp=500.0, RF=0.2, Tabu=20",25,17968.449324804926,17945.38093849454,32.918228283882215,17921.047076076135,18015.851573533717
"Temp=500.0, RF=0.2, Tabu=20",26,17957.71478970901,17932.7640230757,35.604355711845606,17906.444517483953,18008.98506193407
"Temp=500.0, RF=0.2, Tabu=20",27,17946.559292452468,17919.652326660034,38.39582147032026,17891.269309535208,18001.84927536973
"Temp=500.0, RF=0.2, Tabu=20",28,17934.9828330353,17906.045849247555,41.29262555930103,17875.521452229907,17994.444213840696
"Temp=500.0, RF=0.2, Tabu=20",29,17922.985411457514,17891.94459083826,44.29476797879135,17859.200945568053,17986.769877346975
"Temp=500.0, RF=0.2, Tabu=20",30,17910.5670277191,17877.348551432144,47.402248728789495,17842.307789549643,17978.826265888554
"Temp=500.0, RF=0.2, Tabu=20",31,17897.72768182006,17862.25773102921,50.61506780929719,17824.841984174673,17970.613379465445
"Temp=500.0, RF=0.2, Tabu=20",32,17884.467373760395,17846.67212962946,53.933225220311854,17806.803529443147,17962.131218077644
"Temp=500.0, RF=0.2, Tabu=20",33,17870.786103540104,17830.59174723289,57.35672096183606,17788.19242535506,17953.379781725147
"Temp=500.0, RF=0.2, Tabu=20",34,17856.683871159195,17814.016583839508,60.88555503386725,17769.008671910426,17944.359070407965
"Temp=500.0, RF=0.2, Tabu=20",35,17842.16067661766,17796.946639449307,64.51972743640711,17749.252269109234,17935.069084126084
"Temp=500.0, RF=0.2, Tabu=20",36,17827.2165199155,17779.381914062284,68.25923816945739,17728.92321695148,17925.509822879518
"Temp=500.0, RF=0.2, Tabu=20",37,17811.851401052714,17761.322407678446,72.10408723301462,17708.021515437173,17915.681286668256
"Temp=500.0, RF=0.2, Tabu=20",38,17796.065320029305,17742.76812029779,76.05427462708143,17686.54716456631,17905.5834754923
"Temp=500.0, RF=0.2, Tabu=20",39,17779.858276845272,17723.71905192032,80.10980035165433,17664.50016433889,17895.216389351655
"Temp=500.0, RF=0.2, Tabu=20",40,17763.230271500615,17704.17520254603,84.27066440673592,17641.880514754917,17884.580028246313
"Temp=500.0, RF=0.2, Tabu=20",41,17746.181303995334,17684.136572174924,88.53686679232793,17618.68821581438,17873.674392176286
"Temp=500.0, RF=0.2, Tabu=20",42,17728.71137432943,17663.603160806997,92.90840750842861,17594.92326751729,17862.499481141567
"Temp=500.0, RF=0.2, Tabu=20",43,17710.8204825029,17642.574968442255,97.3852865550354,17570.58566986365,17851.05529514215
"Temp=500.0, RF=0.2, Tabu=20",44,17692.508628515745,17621.051995080696,101.96750393215176,17545.675422853445,17839.341834178045
"Temp=500.0, RF=0.2, Tabu=20",45,17673.775812367967,17599.03424072232,106.65505963977508,17520.19252648669,17827.359098249242
"Temp=500.0, RF=0.2, Tabu=20",46,17654.622034059565,17576.521705367126,111.4479536779088,17494.136980763375,17815.107087355755
"Temp=500.0, RF=0.2, Tabu=20",47,17635.047293590538,17553.514389015112,116.34618604655121,17467.508785683505,17802.58580149757
"Temp=500.0, RF=0.2, Tabu=20",48,17615.051590960888,17530.012291666284,121.34975674570059,17440.30794124708,17789.795240674695
"Temp=500.0, RF=0.2, Tabu=20",49,17594.63492617061,17506.015413320638,126.45866577535952,17412.53444745409,17776.735404887128
"Temp=500.0, RF=0.2, Tabu=20",50,17573.797299219714,17481.523753978174,131.67291313552542,17384.188304304556,17763.40629413487
"Temp=500.0, RF=0.2, Tabu=20",51,17552.538710108187,17456.53731363889,136.99249882620174,17355.269511798455,17749.80790841792
"Temp=500.0, RF=0.2, Tabu=20",52,17530.85915883604,17431.05609230279,142.417422847385,17325.778069935805,17735.940247736275
"Temp=500.0, RF=0.2, Tabu=20",53,17508.758645403268,17405.080089969873,147.94768519907782,17295.713978716594,17721.80331208994
"Temp=500.0, RF=0.2, Tabu=20",54,17486.237169809872,17378.60930664014,153.58328588127847,17265.07723814083,17707.397101478913
"Temp=500.0, RF=0.2, Tabu=20",55,17463.294732055852,17351.64374231359,159.32422489398695,17233.867848208512,17692.721615903192
"Temp=500.0, RF=0.2, Tabu=20",56,17439.93133214121,17324.18339699022,165.1705022372033,17202.085808919637,17677.77685536278
"Temp=500.0, RF=0.2, Tabu=20",57,17416.146970065936,17296.22827067003,171.12211791093,17169.7311202742,17662.562819857674
"Temp=500.0, RF=0.2, Tabu=20",58,17391.941645830044,17267.77836335303,177.1790719151637,17136.803782272207,17647.07950938788
"Temp=500.0, RF=0.2, Tabu=20",59,17367.315359433527,17238.833675039208,183.34136424990606,17103.303794913663,17631.32692395339
"Temp=500.0, RF=0.2, Tabu=20",60,17342.268110876383,17209.394205728568,189.60899491515798,17069.231158198556,17615.30506355421
"Temp=500.0, RF=0.2, Tabu=20",61,17316.799900158618,17179.459955421113,195.98196391091687,17034.585872126896,17599.01392819034
"Temp=500.0, RF=0.2, Tabu=20",62,17290.91072728023,17149.03092411684,202.46027123718446,16999.367936698683,17582.453517861773
"Temp=500.0, RF=0.2, Tabu=20",63,17264.600592241215,17118.10711181575,209.04391689396243,16963.577351913907,17565.623832568523
"Temp=500.0, RF=0.2, Tabu=20",64,17237.869495041577,17086.68851851784,215.73290088124654,16927.214117772583,17548.524872310572
"Temp=500.0, RF=0.2, Tabu=20",65,17210.717435681312,17054.775144223113,222.52722319903933,16890.278234274694,17531.15663708793
"Temp=500.0, RF=0.2, Tabu=20",66,17183.144414160426,17022.366988931568,229.4268838473408,16852.769701420257,17513.519126900595
"Temp=500.0, RF=0.2, Tabu=20",67,17155.150430478916,16989.46405264321,236.431882826151,16814.68851920926,17495.612341748572
"Temp=500.0, RF=0.2, Tabu=20",68,17126.735484636778,16956.066335358028,243.54222013546982,16776.034687641702,17477.436281631853
"Temp=500.0, RF=0.2, Tabu=20",69,17097.89957663402,16922.173837076032,250.75789577529738,16736.808206717593,17458.990946550446
"Temp=500.0, RF=0.2, Tabu=20",70,17068.642706470637,16887.78655779722,258.07890974563185,16697.009076436927,17440.276336504347
"Temp=500.0, RF=0.2, Tabu=20",71,17038.964874146626,16852.904497521587,265.50526204647593,16656.6372967997,17421.29245149355
"Temp=500.0, RF=0.2, Tabu=20",72,17008.866079661995,16817.527656249138,273.03695267782786,16615.692867805923,17402.039291518067
"Temp=500.0, RF=0.2, Tabu=20",73,16978.346323016736,16781.656033979874,280.67398163968755,16574.175789455585,17382.516856577888
"Temp=500.0, RF=0.2, Tabu=20",74,16947.405604210857,16745.28963071379,288.41634893205685,16532.086061748694,17362.72514667302
"Temp=500.0, RF=0.2, Tabu=20",75,16916.04392324435,16708.42844645089,296.2640545549339,16489.423684685244,17342.664161803455
"Temp=500.0, RF=0.2, Tabu=20",76,16884.261280117225,16671.07248119117,304.21709850831974,16446.188658265244,17322.333901969207
"Temp=500.0, RF=0.2, Tabu=20",77,16852.05767482947,16633.221734934636,312.2754807922142,16402.38098248868,17301.73436717026
"Temp=500.0, RF=0.2, Tabu=20",78,16819.43310738109,16594.87620768128,320.4392014066173,16358.00065735556,17280.865557406618
"Temp=500.0, RF=0.2, Tabu=20",79,16786.387577772086,16556.03589943111,328.70826035152834,16313.047682865885,17259.727472678285
"Temp=500.0, RF=0.2, Tabu=20",80,16752.921086002465,16516.700810184124,337.082657626948,16267.52205901966,17238.32011298527
"Temp=500.0, RF=0.2, Tabu=20",81,16719.033632072213,16476.870939940316,345.56239323287554,16221.423785816873,17216.643478327554
"Temp=500.0, RF=0.2, Tabu=20",82,16684.725215981336,16436.546288699694,354.1474671693117,16174.752863257527,17194.697568705145
"Temp=500.0, RF=0.2, Tabu=20",83,16649.995837729835,16395.726856462254,362.8378794362557,16127.509291341627,17172.482384118044
"Temp=500.0, RF=0.2, Tabu=20",84,16614.845497317714,16354.412643227995,371.63363003370887,16079.693070069174,17149.997924566254
"Temp=500.0, RF=0.2, Tabu=20",85,16579.27419474497,16312.60364899692,380.53471896167156,16031.304199440161,17127.244190049776
"Temp=500.0, RF=0.2, Tabu=20",86,16543.281930011595,16270.299873769027,389.54114622014123,15982.342679454592,17104.2211805686
"Temp=500.0, RF=0.2, Tabu=20",87,16506.868703117598,16227.501317544316,398.65291180912044,15932.808510112463,17080.928896122732
"Temp=500.0, RF=0.2, Tabu=20",88,16470.03451406298,16184.207980322788,407.87001572860703,15882.701691413786,17057.367336712174
"Temp=500.0, RF=0.2, Tabu=20",89,16432.779362847734,16140.419862104443,417.19245797860276,15832.022223358546,17033.536502336923
"Temp=500.0, RF=0.2, Tabu=20",90,16395.103249471867,16096.13696288928,426.62023855910587,15780.770105946754,17009.43639299698
"Temp=500.0, RF=0.2, Tabu=20",91,16357.006173935375,16051.359282677298,436.153357470119,15728.945339178405,16985.067008692346
"Temp=500.0, RF=0.2, Tabu=20",92,16318.488136238257,16006.086821468502,445.7918147116382,15676.547923053498,16960.428349423015
"Temp=500.0, RF=0.2, Tabu=20",93,16279.549136380514,15960.319579262887,455.5356102836674,15623.577857572032,16935.520415188996
"Temp=500.0, RF=0.2, Tabu=20",94,16240.189174362147,15914.057556060454,465.384744186204,15570.035142734014,16910.34320599028
"Temp=500.0, RF=0.2, Tabu=20",95,16200.408250183158,15867.300751861203,475.3392164192497,15515.919778539439,16884.896721826877
"Temp=500.0, RF=0.2, Tabu=20",96,16160.206363843545,15820.049166665136,485.3990269828049,15461.231764988306,16859.180962698785
"Temp=500.0, RF=0.2, Tabu=20",97,16119.583515343307,15772.302800472251,495.5641758768672,15405.971102080619,16833.195928605997
"Temp=500.0, RF=0.2, Tabu=20",98,16078.539704682446,15724.061653282548,505.83466310143893,15350.137789816374,16806.941619548517
"Temp=500.0, RF=0.2, Tabu=20",99,16037.07493186096,15675.325725096029,516.2104886565178,15293.731828195574,16780.418035526345
"Temp=1000.0, RF=0.05, Tabu=5",0,18100.0,18100.0,0.0,18100.0,18100.0
"Temp=1000.0, RF=0.05, Tabu=5",1,18099.822554144423,18099.829960612635,0.039734593827423365,18099.76533632931,18099.879771959535
"Temp=1000.0, RF=0.05, Tabu=5",2,18099.29021657768,18099.319842450535,0.15893837530788216,18099.061345317237,18099.51908783812
"Temp=1000.0, RF=0.05, Tabu=5",3,18098.40298729978,18098.469645513705,0.35761134444296167,18097.888026963785,18098.91794763578
"Temp=1000.0, RF=0.05, Tabu=5",4,18097.16086631073,18097.279369802145,0.6357535012299435,18096.245381268956,18098.0763513525
"Temp=1000.0, RF=0.05, Tabu=5",5,18095.563853610514,18095.74901531585,0.993364845672905,18094.133408232745,18096.994298988284
"Temp=1000.0, RF=0.05, Tabu=5",6,18093.611949199138,18093.878582054826,1.4304453777677688,18091.552107855154,18095.67179054312
"Temp=1000.0, RF=0.05, Tabu=5",7,18091.305153076606,18091.66807001907,1.9469950975172534,18088.50148013618,18094.108826017033
"Temp=1000.0, RF=0.05, Tabu=5",8,18088.643465242912,18089.11747920858,2.5430140049197734,18084.98152507583,18092.305405409996
"Temp=1000.0, RF=0.05, Tabu=5",9,18085.62688569806,18086.22680962336,3.2185020999771403,18080.992242674092,18090.26152872203
"Temp=1000.0, RF=0.05, Tabu=5",10,18082.255414442046,18082.996061263406,3.9734593826889015,18076.533632930976,18087.977195953117
"Temp=1000.0, RF=0.05, Tabu=5",11,18078.52905147488,18079.42523412872,4.807885853052565,18071.605695846487,18085.452407103276
"Temp=1000.0, RF=0.05, Tabu=5",12,18074.44779679655,18075.514328219306,5.721781511071075,18066.208431420608,18082.687162172493
"Temp=1000.0, RF=0.05, Tabu=5",13,18070.01165040706,18071.263343535156,6.7151463567423955,18060.341839653353,18079.68146116077
"Temp=1000.0, RF=0.05, Tabu=5",14,18065.220612306413,18066.672280076276,7.787980390068562,18054.005920544714,18076.435304068113
"Temp=1000.0, RF=0.05, Tabu=5",15,18060.074682494607,18061.741137842662,8.940283611049349,18047.200674094696,18072.94869089452
"Temp=1000.0, RF=0.05, Tabu=5",16,18054.573860971646,18056.469916834318,10.172056019681811,18039.926100303306,18069.221621639987
"Temp=1000.0, RF=0.05, Tabu=5",17,18048.71814773752,18050.858617051243,11.483297615969123,18032.182199170526,18065.254096304514
"Temp=1000.0, RF=0.05, Tabu=5",18,18042.50754279224,18044.907238493433,12.874008399909467,18023.96897069637,18061.046114888108
"Temp=1000.0, RF=0.05, Tabu=5",19,18035.942046135795,18038.615781160894,14.344188371504433,18015.28641488083,18056.59767739076
"Temp=1000.0, RF=0.05, Tabu=5",20,18029.021657768193,18031.984245053623,15.893837530752888,18006.13453172391,18051.908783812476
"Temp=1000.0, RF=0.05, Tabu=5",21,18021.746377689433,18025.01263017162,17.52295587765415,17996.51332122561,18046.979434153254
"Temp=1000.0, RF=0.05, Tabu=5",22,18014.116205899514,18017.700936514884,19.231543412211845,17986.42278338593,18041.8096284131
"Temp=1000.0, RF=0.05, Tabu=5",23,18006.131142398433,18010.049164083415,21.01960013442099,17975.862918204868,18036.399366592
"Temp=1000.0, RF=0.05, Tabu=5",24,17997.791187186198,18002.05731287722,22.887126044283626,17964.83372568243,18030.748648689965
"Temp=1000.0, RF=0.05, Tabu=5",25,17989.0963402628,17993.725382896286,24.83412114180065,17953.335205818606,18024.857474706994
"Temp=1000.0, RF=0.05, Tabu=5",26,17980.046601628248,17985.053374140625,26.860585426972523,17941.367358613406,18018.72584464309
"Temp=1000.0, RF=0.05, Tabu=5",27,17970.641971282534,17976.04128661023,28.966518899797663,17928.930184066827,18012.35375849824
"Temp=1000.0, RF=0.05, Tabu=5",28,17960.882449225664,17966.689120305102,31.151921560275607,17916.023682178868,18005.74121627246
"Temp=1000.0, RF=0.05, Tabu=5",29,17950.768035457626,17956.996875225243,33.41679340840704,17902.64785294952,17998.88821796573
"Temp=1000.0, RF=0.05, Tabu=5",30,17940.298729978436,17946.964551370653,35.76113444419309,17888.8026963788,17991.794763578073
"Temp=1000.0, RF=0.05, Tabu=5",31,17929.474532788085,17936.59214874133,38.184944667633765,17874.48821246669,17984.46085310948
"Temp=1000.0, RF=0.05, Tabu=5",32,17918.295443886575,17925.879667337274,40.688224078726115,17859.70440121321,17976.88648655994
"Temp=1000.0, RF=0.05, Tabu=5",33,17906.76146327391,17914.82710715849,43.270972677474674,17844.451262618346,17969.071663929473
"Temp=1000.0, RF=0.05, Tabu=5",34,17894.87259095008,17903.43446820497,45.93319046387491,17828.7287966821,17961.01638521806
"Temp=1000.0, RF=0.05, Tabu=5",35,17882.628826915094,17891.70175047672,48.67487743793134,17812.53700340447,17952.720650425716
"Temp=1000.0, RF=0.05, Tabu=5",36,17870.03017116895,17879.62895397374,51.496033599638096,17795.875882785473,17944.184459552427
"Temp=1000.0, RF=0.05, Tabu=5",37,17857.076623711644,17867.216078696027,54.39665894900083,17778.745434825083,17935.407812598205
